"","X.1","X","stratum.id","LE_white_lcl","LE_white_med","LE_white_ucl","LE_white_mean","LE_black_lcl","LE_black_med","LE_black_ucl","LE_black_mean","LE_wbgap_lcl","LE_wbgap_med","LE_wbgap_ucl","LE_wbgap_mean","state","year","sex","Census_Region","Census_Division","stabbrs","state.map.order","stabbrs.map.order"
"1125",1125,45,"Kansas.1991.Female",80.3685423229477,80.5412588095863,80.6985981438383,80.5392711167021,74.0053257312345,74.5370217016538,75.1305968522407,74.5507509338516,5.40074331151103,5.99368259968822,6.58966064246141,5.98852018285054,"Kansas",1991,"Female","Midwest","West North Central","KS","Kansas","KS"
"1126",1126,46,"Kansas.1991.Male",73.7968564149721,73.9487067819578,74.1082222064323,73.947846579201,66.6025967589604,67.1847039695489,67.7722558585436,67.1810137728812,6.1681278114915,6.75810127588371,7.36107882028679,6.76683280631976,"Kansas",1991,"Male","Midwest","West North Central","KS","Kansas","KS"
"1127",1127,47,"Kansas.1992.Female",80.3792751056727,80.5410749472924,80.7137134993866,80.5425172764959,74.1629173878283,74.6991801607397,75.2642908958697,74.6938229155091,5.26767088111828,5.8509811059226,6.41175849107124,5.84869436098684,"Kansas",1992,"Female","Midwest","West North Central","KS","Kansas","KS"
"1128",1128,48,"Kansas.1992.Male",74.0130933110126,74.1719933488512,74.3290383190671,74.1701003154683,66.5296919265719,67.0850592971029,67.6148405307363,67.0851722507818,6.51964294311086,7.08279518556626,7.66225700350127,7.08492806468652,"Kansas",1992,"Male","Midwest","West North Central","KS","Kansas","KS"
"1129",1129,49,"Kansas.1993.Female",80.1720915194487,80.3327595535887,80.4848524968965,80.332077173415,74.1428511738017,74.6871194994571,75.2164747310664,74.6805812055425,5.08213908556731,5.65001351915031,6.21071765422918,5.6514959678726,"Kansas",1993,"Female","Midwest","West North Central","KS","Kansas","KS"
"1130",1130,50,"Kansas.1993.Male",74.0090841941886,74.1755104040906,74.3239657777611,74.17301316485,66.4212828502693,66.9384588009889,67.5004195988519,66.9472160705099,6.65259029813157,7.23180761335269,7.7785968924435,7.22579709434014,"Kansas",1993,"Male","Midwest","West North Central","KS","Kansas","KS"
"1131",1131,51,"Kansas.1994.Female",80.203903016661,80.357164046506,80.5165932806195,80.3571537777106,74.2328092676177,74.7707712229856,75.2984022431626,74.7666338710284,5.01117175765139,5.58974291412085,6.15675007418787,5.59051990668215,"Kansas",1994,"Female","Midwest","West North Central","KS","Kansas","KS"
"1132",1132,52,"Kansas.1994.Male",74.1784177982761,74.3336564151001,74.491763625431,74.3336549491988,66.3441068531387,66.8864529022818,67.4561157100042,66.8896809066604,6.84898202697869,7.44762102122127,8.05980176930131,7.44397404253839,"Kansas",1994,"Male","Midwest","West North Central","KS","Kansas","KS"
"1133",1133,53,"Kansas.1995.Female",80.1572126465316,80.3231602407205,80.4737395015928,80.3206318887629,74.2969870515032,74.8042945721858,75.3584309418293,74.8135507120216,4.94434880293609,5.51236627096957,6.03935038837535,5.50708117674127,"Kansas",1995,"Female","Midwest","West North Central","KS","Kansas","KS"
"1134",1134,54,"Kansas.1995.Male",74.2614403774479,74.4144601835032,74.5668686358388,74.4126333624689,66.4110466257796,66.9867473911125,67.5185088887615,66.9864223532173,6.86017163086407,7.42146331061216,8.05066435420522,7.42621100925162,"Kansas",1995,"Male","Midwest","West North Central","KS","Kansas","KS"
"1135",1135,55,"Kansas.1996.Female",80.2518719287966,80.4118748030126,80.5681178300545,80.4095558388397,74.3230680718987,74.8417275102747,75.3664458391192,74.8381467843226,5.03543819264215,5.57537459921562,6.08899334634531,5.57140905451706,"Kansas",1996,"Female","Midwest","West North Central","KS","Kansas","KS"
"1136",1136,56,"Kansas.1996.Male",74.3577204419989,74.5181810776214,74.6675369775023,74.5168617649128,66.6577022590961,67.2135582006706,67.7290381504835,67.1997161854277,6.77713074084623,7.31140592661589,7.89617553442023,7.31714557948507,"Kansas",1996,"Male","Midwest","West North Central","KS","Kansas","KS"
"1137",1137,57,"Kansas.1997.Female",80.3282581969625,80.4745710117498,80.6381192349232,80.4768877040616,74.4534928115129,74.9532197577389,75.4858141479513,74.9684788669102,4.95739304319973,5.51905747294546,6.0488342112924,5.50840883715139,"Kansas",1997,"Female","Midwest","West North Central","KS","Kansas","KS"
"1138",1138,58,"Kansas.1997.Male",74.4768123358377,74.6388111736639,74.7990823787744,74.6401217411426,66.9222894249781,67.4661753302714,68.0494731655345,67.4678999547782,6.58715090805856,7.17353948437177,7.7563145490864,7.17222178636442,"Kansas",1997,"Male","Midwest","West North Central","KS","Kansas","KS"
"1139",1139,59,"Kansas.1998.Female",80.2051478202128,80.3685631340993,80.5284591201868,80.3686148336005,74.5238936049024,75.0403808626885,75.6244116517857,75.0516554090899,4.74338953810221,5.3256854114686,5.86139629086922,5.31695942451065,"Kansas",1998,"Female","Midwest","West North Central","KS","Kansas","KS"
"1140",1140,60,"Kansas.1998.Male",74.6172552268611,74.7653801905093,74.9236289675011,74.7675963885389,67.2097529154706,67.7662525544265,68.3218401610606,67.763824122356,6.43002812918166,7.00537141235122,7.57435432854088,7.00377226618288,"Kansas",1998,"Male","Midwest","West North Central","KS","Kansas","KS"
"1141",1141,61,"Kansas.1999.Female",80.1076857850977,80.260006182432,80.4330994365847,80.2604831377409,74.6039231143697,75.1193915504234,75.6401678698268,75.1205963894261,4.56681747498716,5.13573845758407,5.68422401677232,5.13988674831481,"Kansas",1999,"Female","Midwest","West North Central","KS","Kansas","KS"
"1142",1142,62,"Kansas.1999.Male",74.7492342247212,74.9011482237388,75.0432124648206,74.8987380904376,67.5373388890041,68.1042961101807,68.6728174619594,68.1048616191135,6.23105686398579,6.7967444740416,7.3593662475941,6.7938764713241,"Kansas",1999,"Male","Midwest","West North Central","KS","Kansas","KS"
"1143",1143,63,"Kansas.2000.Female",79.9997831842907,80.1569688435467,80.3059007914915,80.1572019541481,74.4836742496525,75.065846961938,75.5823488501165,75.064799802221,4.54170728687342,5.08266528244705,5.6746145880207,5.09240215192703,"Kansas",2000,"Female","Midwest","West North Central","KS","Kansas","KS"
"1144",1144,64,"Kansas.2000.Male",74.8877439960196,75.0274721794618,75.1759821537672,75.0275450038279,67.8036586217055,68.3069199314425,68.8344402960312,68.3225438770023,6.11478115301078,6.7155330538662,7.22747441538605,6.70500112682554,"Kansas",2000,"Male","Midwest","West North Central","KS","Kansas","KS"
"1145",1145,65,"Kansas.2001.Female",80.072908122927,80.2205976404406,80.3657519753703,80.2193648619292,74.5205802908439,75.0868638923119,75.5662413539264,75.0755989181925,4.61072664388921,5.14763007198407,5.71201507148235,5.1437659437367,"Kansas",2001,"Female","Midwest","West North Central","KS","Kansas","KS"
"1146",1146,66,"Kansas.2001.Male",75.0122974681435,75.1594441556196,75.324403897674,75.1600489476453,67.9394873005797,68.4500323178503,68.9621065735651,68.4493591397766,6.18287018806897,6.71114369118285,7.24834126927997,6.71068980786873,"Kansas",2001,"Male","Midwest","West North Central","KS","Kansas","KS"
"1147",1147,67,"Kansas.2002.Female",80.0267656165998,80.1845091306747,80.3270894226017,80.1822499768962,74.5406790341663,75.1360921683381,75.6381235009623,75.1338004783559,4.51772864168382,5.03615378567378,5.67884350416157,5.04844949854038,"Kansas",2002,"Female","Midwest","West North Central","KS","Kansas","KS"
"1148",1148,68,"Kansas.2002.Male",75.1056826189026,75.2482558279997,75.4013227400574,75.2519406273608,68.0703599501062,68.6294931051319,69.1768175170843,68.6361167304217,6.06678671440585,6.61841108712088,7.18844402353227,6.61582389693914,"Kansas",2002,"Male","Midwest","West North Central","KS","Kansas","KS"
"1149",1149,69,"Kansas.2003.Female",80.1632797958497,80.3130154251783,80.460009594574,80.3117392894519,74.7068800558708,75.2533258909253,75.8060538668966,75.2612423073784,4.48175510499397,5.04777714871413,5.62674294420504,5.0504969820735,"Kansas",2003,"Female","Midwest","West North Central","KS","Kansas","KS"
"1150",1150,70,"Kansas.2003.Male",75.3493232241041,75.5011387453361,75.6626874500536,75.5040875780922,68.3058934726873,68.8469251594343,69.3911088895484,68.8444533046912,6.09274557638908,6.66227711852327,7.18848534908146,6.65963427340101,"Kansas",2003,"Male","Midwest","West North Central","KS","Kansas","KS"
"1151",1151,71,"Kansas.2004.Female",80.4221969862907,80.573487219335,80.725546936429,80.572311906021,74.8838377752401,75.3951281074623,75.9522353029225,75.4061625576746,4.59304193950876,5.16237242625325,5.70290851968574,5.16614934834638,"Kansas",2004,"Female","Midwest","West North Central","KS","Kansas","KS"
"1152",1152,72,"Kansas.2004.Male",75.6308932545561,75.7868438967526,75.9500781793212,75.7876561103093,68.4773919377101,68.9663789776197,69.5342381914404,68.9713052687343,6.24977489652699,6.81644659724692,7.34886151793377,6.81635084157494,"Kansas",2004,"Male","Midwest","West North Central","KS","Kansas","KS"
"1153",1153,73,"Kansas.2005.Female",80.4045845247294,80.5650791154475,80.7204067806693,80.5638427723849,75.0883140548562,75.5797361864371,76.09452385684,75.5861391553449,4.42951550210805,4.98627724078197,5.51921897562123,4.97770361703997,"Kansas",2005,"Female","Midwest","West North Central","KS","Kansas","KS"
"1154",1154,74,"Kansas.2005.Male",75.66879163265,75.8146124212159,75.9799256295156,75.818935253811,68.615795004015,69.156042021697,69.7230824456423,69.1567363170383,6.06504987170452,6.66460967219174,7.23927406044789,6.66219893677265,"Kansas",2005,"Male","Midwest","West North Central","KS","Kansas","KS"
"1155",1155,75,"Kansas.2006.Female",80.5099220934539,80.6687532227009,80.8230458872077,80.6680207860354,75.2264530268716,75.7140682077513,76.1958899069687,75.7154520729691,4.42815185181093,4.9577357581475,5.47669991968986,4.95256871306625,"Kansas",2006,"Female","Midwest","West North Central","KS","Kansas","KS"
"1156",1156,76,"Kansas.2006.Male",75.8614281557058,76.0106361602513,76.1632096713422,76.0117302092782,68.9564872085926,69.5030358775262,70.0449219517089,69.5020426469954,5.97108861140619,6.50011926789813,7.05114331511276,6.50968756228279,"Kansas",2006,"Male","Midwest","West North Central","KS","Kansas","KS"
"1157",1157,77,"Kansas.2007.Female",80.6361786897815,80.7881233513994,80.9431635052184,80.789570721308,75.3935815059212,75.9462762890216,76.4368826515972,75.9468500033127,4.30087962011243,4.85310539624864,5.4216476397422,4.84272071799526,"Kansas",2007,"Female","Midwest","West North Central","KS","Kansas","KS"
"1158",1158,78,"Kansas.2007.Male",75.95972558587,76.1131848997066,76.2731670434652,76.1141261537405,69.424029043632,69.9661836198953,70.489460944124,69.9680597137637,5.58796045456536,6.15038608063028,6.70504004409784,6.14606643997675,"Kansas",2007,"Male","Midwest","West North Central","KS","Kansas","KS"
"1159",1159,79,"Kansas.2008.Female",80.6975061466057,80.852022151512,81.0076767474194,80.855209029536,75.6092503042833,76.1696735900487,76.6954245448013,76.1612613074208,4.1141155833955,4.68357947223166,5.28069654416329,4.69394772211524,"Kansas",2008,"Female","Midwest","West North Central","KS","Kansas","KS"
"1160",1160,80,"Kansas.2008.Male",75.9994802837647,76.1548136004712,76.3130015332135,76.1545471187526,69.8021359283962,70.3443580354655,70.8815037107076,70.351899488177,5.23727714705837,5.80260043869156,6.3533859124834,5.80264763057564,"Kansas",2008,"Male","Midwest","West North Central","KS","Kansas","KS"
"1161",1161,81,"Kansas.2009.Female",81.0431673609046,81.2002105569965,81.3562125044255,81.1993935557583,75.8158248613411,76.3797655460906,76.9161418413256,76.3847916225897,4.23400267960597,4.8262012278942,5.39272389657278,4.81460193316861,"Kansas",2009,"Female","Midwest","West North Central","KS","Kansas","KS"
"1162",1162,82,"Kansas.2009.Male",76.2394172746312,76.3957946362899,76.5581456988169,76.3957439030211,70.1975136958654,70.7402204577389,71.2765801059724,70.7390016263831,5.07638073590523,5.65008088780084,6.23660849014295,5.65674227663809,"Kansas",2009,"Male","Midwest","West North Central","KS","Kansas","KS"
"1163",1163,83,"Kansas.2010.Female",81.0527789649303,81.2137609858002,81.3673593439795,81.2164443589486,76.0158320713711,76.5900216301348,77.160079606823,76.587279585001,4.04421077190316,4.62150783629102,5.218806378127,4.62916477394764,"Kansas",2010,"Female","Midwest","West North Central","KS","Kansas","KS"
"1164",1164,84,"Kansas.2010.Male",76.2312370560131,76.3882197786075,76.5492599475033,76.3898508089077,70.4280910282779,70.9973241312968,71.5302937620955,70.9920722678222,4.79706081958624,5.39882205636038,5.98456929046518,5.39777854108548,"Kansas",2010,"Male","Midwest","West North Central","KS","Kansas","KS"
"1165",1165,85,"Kansas.2011.Female",80.9357658437014,81.0899532660484,81.2457618371371,81.0909736062857,76.076935153902,76.6654446614293,77.2985149840937,76.6814485929264,3.76234441086718,4.41896895054907,5.02564455501893,4.40952501335935,"Kansas",2011,"Female","Midwest","West North Central","KS","Kansas","KS"
"1166",1166,86,"Kansas.2011.Male",76.3046624401451,76.4556608989701,76.617186226187,76.4559611790505,70.6654751730293,71.2426469319342,71.7924854512308,71.2384407427888,4.64500654692243,5.21953975318903,5.82034427371338,5.21752043626171,"Kansas",2011,"Male","Midwest","West North Central","KS","Kansas","KS"
"1167",1167,87,"Kansas.2012.Female",81.0576339012859,81.2177191543378,81.3813914122182,81.2174630299222,76.0929427120659,76.6829611289421,77.3191098562871,76.6855676004973,3.86645235506372,4.54192560946866,5.18624365495063,4.53189542942487,"Kansas",2012,"Female","Midwest","West North Central","KS","Kansas","KS"
"1168",1168,88,"Kansas.2012.Male",76.3436347112017,76.4990420772094,76.6642156484789,76.4994968625454,70.7313042193891,71.3756266564805,71.9239297539156,71.3687521458318,4.52986316112005,5.11966972304194,5.77576567441071,5.13074471671356,"Kansas",2012,"Male","Midwest","West North Central","KS","Kansas","KS"
"1169",1169,89,"Kansas.2013.Female",80.9871425487895,81.1689799211591,81.3379353841087,81.165322411339,76.0156914489287,76.6669434478043,77.4150358191436,76.6820142832122,3.73132742197979,4.50685968773913,5.15090103457758,4.48330812812681,"Kansas",2013,"Female","Midwest","West North Central","KS","Kansas","KS"
"1170",1170,90,"Kansas.2013.Male",76.4206645140431,76.6021544768223,76.7927826362401,76.6036817752952,70.7414064432214,71.4139448933844,72.0052371189454,71.3890195952389,4.53966893102045,5.20683046240291,5.92965997191972,5.2146621800563,"Kansas",2013,"Male","Midwest","West North Central","KS","Kansas","KS"
"1171",1171,1,"Kentucky.1969.Female",74.8296202987145,75.0075707527209,75.1894106005071,75.0077340338323,68.3769707137312,69.015864039304,69.5789104695306,69.0122275708433,5.39972870170724,6.00050097011993,6.6253351452517,5.99550646298902,"Kentucky",1969,"Female","South","East South Central","KY","Kentucky","KY"
"1172",1172,2,"Kentucky.1969.Male",66.4855207665059,66.6790246811491,66.8758076398851,66.6804900283207,59.5873076827199,60.2519690503872,60.9287584894452,60.2467139720038,5.76446761286371,6.42695289322241,7.13673179541985,6.43377605631686,"Kentucky",1969,"Male","South","East South Central","KY","Kentucky","KY"
"1173",1173,3,"Kentucky.1970.Female",75.0191697997621,75.1993658527181,75.3619899636529,75.1979323200223,68.5427951274804,69.0821112554872,69.6576193517712,69.0931334407903,5.53842732960982,6.12216067626442,6.67531485381792,6.10479887923194,"Kentucky",1970,"Female","South","East South Central","KY","Kentucky","KY"
"1174",1174,4,"Kentucky.1970.Male",66.6662123278508,66.8397717718106,67.0146289362601,66.8415298737079,59.9273697497376,60.4942762830377,61.0930378853948,60.5001165000914,5.71974397024781,6.34028228540551,6.92857081050803,6.34141337361649,"Kentucky",1970,"Male","South","East South Central","KY","Kentucky","KY"
"1175",1175,5,"Kentucky.1971.Female",75.1609968715258,75.3217213294425,75.4900649647333,75.3232368157325,68.7189805883712,69.256808350171,69.8036141742507,69.2484518829006,5.51009353430502,6.08113986269562,6.61170297638423,6.07478493283185,"Kentucky",1971,"Female","South","East South Central","KY","Kentucky","KY"
"1176",1176,6,"Kentucky.1971.Male",66.8582467195431,67.0301353890101,67.1848093185179,67.0270040446211,60.1870586407052,60.7007443622775,61.2148506158981,60.7035811254282,5.75145219091236,6.32463659481815,6.84982525680703,6.32342291919292,"Kentucky",1971,"Male","South","East South Central","KY","Kentucky","KY"
"1177",1177,7,"Kentucky.1972.Female",75.3519101183541,75.5143723134892,75.6740074051736,75.5142613323248,69.0143387322573,69.4904318994829,69.9710068903629,69.4931189767099,5.49978659357405,6.02105844586833,6.54184660514006,6.02114235561494,"Kentucky",1972,"Female","South","East South Central","KY","Kentucky","KY"
"1178",1178,8,"Kentucky.1972.Male",66.8668245148846,67.018481772713,67.1874698703284,67.0210809199174,60.5828991732032,61.0875647948999,61.5855264848086,61.0862635345334,5.40651698093359,5.93868695790398,6.52000697472417,5.93481738538396,"Kentucky",1972,"Male","South","East South Central","KY","Kentucky","KY"
"1179",1179,9,"Kentucky.1973.Female",75.5198616319054,75.6737820198786,75.8197907414959,75.6711613657262,69.3646288072883,69.8275786090035,70.3324151886749,69.8401584914051,5.32561552733376,5.83654324786636,6.36492163521291,5.83100287432109,"Kentucky",1973,"Female","South","East South Central","KY","Kentucky","KY"
"1180",1180,10,"Kentucky.1973.Male",66.9949226745922,67.1634094379162,67.3198839143098,67.1623662293713,61.2199251174147,61.7094704066331,62.1770171915532,61.7159574678134,4.92619931151206,5.44408376380347,5.96746509579479,5.44640876155796,"Kentucky",1973,"Male","South","East South Central","KY","Kentucky","KY"
