"","X.1","X","stratum.id","LE_white_lcl","LE_white_med","LE_white_ucl","LE_white_mean","LE_black_lcl","LE_black_med","LE_black_ucl","LE_black_mean","LE_wbgap_lcl","LE_wbgap_med","LE_wbgap_ucl","LE_wbgap_mean","state","year","sex","Census_Region","Census_Division","stabbrs","state.map.order","stabbrs.map.order"
"1713",1713,3,"Mississippi.1970.Female",75.5079965947928,75.710277210331,75.9212680290739,75.7086852806556,67.7945505965103,68.1422348946352,68.4943087844731,68.1400706551996,7.16009044933167,7.57136289871324,7.9661070888478,7.56861462545602,"Mississippi",1970,"Female","South","East South Central","MS","Mississippi","MS"
"1714",1714,4,"Mississippi.1970.Male",66.2585176324743,66.5010032225726,66.7400808197619,66.4973686182475,59.6724120161632,60.0438940335746,60.4419799813318,60.0447804356134,6.00901829638313,6.45253932108811,6.87334157619165,6.45258818263412,"Mississippi",1970,"Male","South","East South Central","MS","Mississippi","MS"
"1715",1715,5,"Mississippi.1971.Female",75.8981906693837,76.1121606457631,76.3234201766163,76.1138976605107,68.3566839003662,68.6960837044813,69.0209241384704,68.6930100946259,7.01341294956559,7.41679941829359,7.81370148548435,7.42088756588472,"Mississippi",1971,"Female","South","East South Central","MS","Mississippi","MS"
"1716",1716,6,"Mississippi.1971.Male",66.361313152197,66.5847862290746,66.8032553977555,66.5865793282624,60.3731327351955,60.7428766247116,61.1159862877583,60.7396186501805,5.39969194809107,5.85718602788868,6.26219813587367,5.84696067808189,"Mississippi",1971,"Male","South","East South Central","MS","Mississippi","MS"
"1717",1717,7,"Mississippi.1972.Female",76.1204265643302,76.3263337151779,76.5423536303365,76.327453594729,68.7961662661545,69.1170029994276,69.4291339211097,69.114929433524,6.82741350111479,7.2125276658835,7.58329963851425,7.21252416120499,"Mississippi",1972,"Female","South","East South Central","MS","Mississippi","MS"
"1718",1718,8,"Mississippi.1972.Male",66.5473619868785,66.7699365231454,66.9718556752641,66.7690128119651,60.7051874429566,61.0643944023233,61.4116335684642,61.0612704058708,5.27140871089281,5.70651523299061,6.11022506298171,5.70774240609426,"Mississippi",1972,"Male","South","East South Central","MS","Mississippi","MS"
"1719",1719,9,"Mississippi.1973.Female",76.3116588235614,76.5204279869508,76.7236144715544,76.5209444005555,69.2084417385878,69.5490143567397,69.9087936340184,69.5538625472983,6.58167375140874,6.967764191084,7.35347546380983,6.96708185325719,"Mississippi",1973,"Female","South","East South Central","MS","Mississippi","MS"
"1720",1720,10,"Mississippi.1973.Male",66.8703760530544,67.0782634033228,67.3020055938635,67.0801166272762,60.9178767701207,61.2969195355338,61.6691824344622,61.294285205852,5.36079432206542,5.78023149455943,6.22007350592826,5.78583142142421,"Mississippi",1973,"Male","South","East South Central","MS","Mississippi","MS"
"1721",1721,11,"Mississippi.1974.Female",76.7026402581582,76.9072265936278,77.0911572918283,76.9032467672197,69.9029142145744,70.2381285931793,70.5843990515035,70.2366385653596,6.28220677330565,6.67071766759845,7.02002247407053,6.66660820186006,"Mississippi",1974,"Female","South","East South Central","MS","Mississippi","MS"
"1722",1722,12,"Mississippi.1974.Male",67.3201258462039,67.5298969565399,67.7275904391038,67.528175570872,61.780379159146,62.1427923912626,62.4915532856179,62.1409402220829,4.99486653240014,5.39135828609891,5.81491655166198,5.3872353487891,"Mississippi",1974,"Male","South","East South Central","MS","Mississippi","MS"
"1723",1723,13,"Mississippi.1975.Female",77.1207044972851,77.3065813090113,77.5045927293324,77.3095766640488,70.5472397852352,70.8663985183859,71.1763802882295,70.8619744981795,6.06885776499615,6.4495966174732,6.82202070977318,6.44760216586928,"Mississippi",1975,"Female","South","East South Central","MS","Mississippi","MS"
"1724",1724,14,"Mississippi.1975.Male",67.7577101704809,67.9691642426441,68.1637661699892,67.9645725455036,62.1993846405752,62.5225720846015,62.8519248926208,62.5204211351554,5.06329649859759,5.44150929009688,5.81709247397576,5.44415141034824,"Mississippi",1975,"Male","South","East South Central","MS","Mississippi","MS"
"1725",1725,15,"Mississippi.1976.Female",77.2850054877818,77.4983864386357,77.6961833316025,77.4965050793282,71.117967596501,71.4071837305806,71.7128243015811,71.410555871717,5.72613518966087,6.0904822837738,6.45197915367703,6.08594920761128,"Mississippi",1976,"Female","South","East South Central","MS","Mississippi","MS"
"1726",1726,16,"Mississippi.1976.Male",68.0006852359763,68.2103514004055,68.4040243141784,68.2062884849995,62.6990476970847,63.03980218067,63.3606323657189,63.0355258106192,4.81589558802617,5.17179852436728,5.53361455391675,5.17076267438032,"Mississippi",1976,"Male","South","East South Central","MS","Mississippi","MS"
"1727",1727,17,"Mississippi.1977.Female",77.5495634813393,77.7494772523573,77.9494551790011,77.7491378943848,71.6759252028674,71.9872537753388,72.2757132024653,71.9785055096732,5.41660145946468,5.7629257317697,6.13761864981262,5.77063238471162,"Mississippi",1977,"Female","South","East South Central","MS","Mississippi","MS"
"1728",1728,18,"Mississippi.1977.Male",68.3931616492292,68.6030818869201,68.7854082776697,68.6013531362333,63.1994300184266,63.5472309137008,63.85759919183,63.5451627637563,4.67933567602978,5.04728205108271,5.45585980519733,5.056190372477,"Mississippi",1977,"Male","South","East South Central","MS","Mississippi","MS"
"1729",1729,19,"Mississippi.1978.Female",77.7665038967431,77.9521398948876,78.1615550543917,77.9551823182589,72.111564454942,72.4253118869298,72.753932556505,72.4294283836991,5.16534995278397,5.52123212556549,5.90560221770759,5.52575393455984,"Mississippi",1978,"Female","South","East South Central","MS","Mississippi","MS"
"1730",1730,20,"Mississippi.1978.Male",68.6325135820263,68.8142924756247,69.0114321660789,68.8197696233089,63.4879454400079,63.8099777210476,64.1355251405054,63.8146178594519,4.62366351386721,5.00773194562049,5.37938141183438,5.00515176385703,"Mississippi",1978,"Male","South","East South Central","MS","Mississippi","MS"
"1731",1731,21,"Mississippi.1979.Female",77.9829246662698,78.1809819562042,78.3861304924149,78.1811237875538,72.5043576745275,72.8135441617981,73.1238658211692,72.8105196376958,5.00365707296373,5.36470753538757,5.73108188815844,5.370604149858,"Mississippi",1979,"Female","South","East South Central","MS","Mississippi","MS"
"1732",1732,22,"Mississippi.1979.Male",68.8981613869162,69.0949984103866,69.3019358257181,69.0968073853691,63.5977245832463,63.9343080013925,64.2452797428224,63.9279907567131,4.79676638221801,5.16400654825519,5.56629166407719,5.16881662865599,"Mississippi",1979,"Male","South","East South Central","MS","Mississippi","MS"
"1733",1733,23,"Mississippi.1980.Female",78.081508243863,78.2711866849435,78.4510572825183,78.2694506676243,72.7785535265366,73.0817648651297,73.37813759542,73.0788181743903,4.8562170046379,5.19163180684952,5.54756839910683,5.19063249323407,"Mississippi",1980,"Female","South","East South Central","MS","Mississippi","MS"
"1734",1734,24,"Mississippi.1980.Male",69.1077540344931,69.3135905702738,69.5004609289453,69.3084284036446,63.7646160554418,64.0784247102501,64.3846962603177,64.082186197125,4.87920411828969,5.2258191812983,5.58973023974519,5.22624220651968,"Mississippi",1980,"Male","South","East South Central","MS","Mississippi","MS"
"1735",1735,25,"Mississippi.1981.Female",78.1649730252198,78.3490743545754,78.5378385136992,78.3506883199654,73.1441971823777,73.427358137004,73.7297930267787,73.4289727195453,4.56039998277509,4.92667174076762,5.28223545490903,4.92171560042004,"Mississippi",1981,"Female","South","East South Central","MS","Mississippi","MS"
"1736",1736,26,"Mississippi.1981.Male",69.2801423291896,69.4928611155923,69.6973492523211,69.4902778825911,64.2573892259322,64.5611130747554,64.8959288656359,64.564447668701,4.54724346485007,4.93263933320126,5.28768632525995,4.92583021389011,"Mississippi",1981,"Male","South","East South Central","MS","Mississippi","MS"
"1737",1737,27,"Mississippi.1982.Female",78.2530770935388,78.4416029048016,78.6242255090268,78.4425723977879,73.3457476392819,73.625270972543,73.9281165929072,73.6276299752577,4.46158348041306,4.82193203173752,5.14567955566844,4.81494242253022,"Mississippi",1982,"Female","South","East South Central","MS","Mississippi","MS"
"1738",1738,28,"Mississippi.1982.Male",69.5225226210426,69.727157064498,69.9106944732802,69.7266215051085,64.6254490160717,64.9441490041577,65.2496881265693,64.942375852884,4.42594865834433,4.78944616914622,5.13450479592627,4.78424565222443,"Mississippi",1982,"Male","South","East South Central","MS","Mississippi","MS"
"1739",1739,29,"Mississippi.1983.Female",78.2866714303163,78.4778260317832,78.6739163588579,78.4805298761273,73.4444199255608,73.7390774121625,74.0188519086553,73.7342953146753,4.40274589198875,4.74826147517588,5.0994087017499,4.74623456145205,"Mississippi",1983,"Female","South","East South Central","MS","Mississippi","MS"
"1740",1740,30,"Mississippi.1983.Male",69.727247278536,69.9236933299478,70.1100417821353,69.9218241136494,64.8356893119304,65.1359345345329,65.4428038211101,65.1360835920365,4.4324671902016,4.78290008095552,5.12939046578872,4.78574052161295,"Mississippi",1983,"Male","South","East South Central","MS","Mississippi","MS"
"1741",1741,31,"Mississippi.1984.Female",78.3466012305076,78.5412238036664,78.7168624964465,78.5386615946745,73.5082199697656,73.8026193164144,74.0743527902954,73.8032014979745,4.40802802017385,4.73314104873425,5.0378220335061,4.73546009669995,"Mississippi",1984,"Female","South","East South Central","MS","Mississippi","MS"
"1742",1742,32,"Mississippi.1984.Male",69.9050193892417,70.0928571738734,70.2744801804256,70.0916648616401,64.8901619873874,65.1908331160674,65.4899118777179,65.1871772716401,4.554037051328,4.90316326672239,5.2396707466193,4.90448758999996,"Mississippi",1984,"Male","South","East South Central","MS","Mississippi","MS"
"1743",1743,33,"Mississippi.1985.Female",78.3794303902393,78.5624703588627,78.7467752924018,78.5591315096003,73.5742930165714,73.8536626113386,74.1340932232999,73.8539109969306,4.37891205231514,4.70451958572985,5.04395193755946,4.70522051266974,"Mississippi",1985,"Female","South","East South Central","MS","Mississippi","MS"
"1744",1744,34,"Mississippi.1985.Male",70.0169315831565,70.2103492569237,70.3948380511914,70.2099180124737,64.8638599615231,65.1549337532202,65.457861878673,65.1592071517777,4.69596071968439,5.04759054509505,5.39939146119301,5.05071086069591,"Mississippi",1985,"Male","South","East South Central","MS","Mississippi","MS"
"1745",1745,35,"Mississippi.1986.Female",78.4574287311652,78.6492533894644,78.8248511452234,78.6470184912194,73.6553199970371,73.9345472899793,74.2175191651824,73.9353839883449,4.36079899918581,4.71519306841267,5.04499306064739,4.71163450287446,"Mississippi",1986,"Female","South","East South Central","MS","Mississippi","MS"
"1746",1746,36,"Mississippi.1986.Male",70.2179821775836,70.4107476710888,70.5821035905437,70.4074745003853,65.0097552219455,65.2999733133136,65.5851537090377,65.2969689073797,4.74610316437922,5.11189375212283,5.44001092058046,5.1105055930056,"Mississippi",1986,"Male","South","East South Central","MS","Mississippi","MS"
"1747",1747,37,"Mississippi.1987.Female",78.4906440184549,78.6802980751121,78.8491364984361,78.6787272983148,73.622395302826,73.9008077622107,74.168491006909,73.9050600145675,4.46542048417006,4.77626475854527,5.09633160263411,4.77366728374735,"Mississippi",1987,"Female","South","East South Central","MS","Mississippi","MS"
"1748",1748,38,"Mississippi.1987.Male",70.3736520269177,70.5474832217954,70.7303997681562,70.5460508260293,64.9178838289029,65.213702544302,65.5091198048899,65.2103633856064,4.98974727810219,5.33966763306288,5.66153908749279,5.33568744042291,"Mississippi",1987,"Male","South","East South Central","MS","Mississippi","MS"
"1749",1749,39,"Mississippi.1988.Female",78.539619222329,78.7224466493954,78.903189555636,78.7251582749265,73.6034548403541,73.8779987959642,74.1606027056086,73.8823293506196,4.51310836573127,4.84233320128929,5.16498802400282,4.84282892430692,"Mississippi",1988,"Female","South","East South Central","MS","Mississippi","MS"
"1750",1750,40,"Mississippi.1988.Male",70.4198622678364,70.6028754358218,70.7851817970039,70.603598493908,64.916355438317,65.1985782084709,65.4826369558966,65.1941248299226,5.06964900407296,5.40881687827164,5.74744017222609,5.40947366398547,"Mississippi",1988,"Male","South","East South Central","MS","Mississippi","MS"
"1751",1751,41,"Mississippi.1989.Female",78.5600608744894,78.7425783769374,78.925752555245,78.7442988441065,73.5704151940358,73.8278089728697,74.1071503538488,73.8291789044686,4.582459608729,4.91297535383653,5.25888590396425,4.91511993963798,"Mississippi",1989,"Female","South","East South Central","MS","Mississippi","MS"
"1752",1752,42,"Mississippi.1989.Male",70.49104647907,70.6696132416587,70.8509928207787,70.6708125571989,64.822994469482,65.1048609000188,65.4038128994948,65.107442390845,5.23391670512264,5.55865752833044,5.90591157324593,5.56337016635395,"Mississippi",1989,"Male","South","East South Central","MS","Mississippi","MS"
"1753",1753,43,"Mississippi.1990.Female",78.7301466286666,78.9076505623859,79.0945448291355,78.9065890453652,73.5980266273482,73.8853290245724,74.1663456264144,73.8849269358306,4.69069040590814,5.02558912190057,5.34938303629262,5.02166210953452,"Mississippi",1990,"Female","South","East South Central","MS","Mississippi","MS"
"1754",1754,44,"Mississippi.1990.Male",70.6584874985654,70.8481404003179,71.033864021583,70.8481246438479,64.6286817440101,64.9043634657314,65.2002016629374,64.9116766766689,5.57861320673526,5.94166787177934,6.26976539871204,5.93644796717901,"Mississippi",1990,"Male","South","East South Central","MS","Mississippi","MS"
"1755",1755,45,"Mississippi.1991.Female",78.7313640195627,78.9064561028267,79.0944720457311,78.9116485384383,73.6110041369683,73.8907640690399,74.1647119714202,73.8938247482586,4.68551454016842,5.02298674334714,5.36346419718314,5.01782379017972,"Mississippi",1991,"Female","South","East South Central","MS","Mississippi","MS"
"1756",1756,46,"Mississippi.1991.Male",70.8260361557783,71.0220081001324,71.203264079869,71.0199136893552,64.5925989021208,64.8734919618274,65.1681658743299,64.876248635039,5.77493106114865,6.14559520311174,6.47568209431419,6.14366505431614,"Mississippi",1991,"Male","South","East South Central","MS","Mississippi","MS"
"1757",1757,47,"Mississippi.1992.Female",78.8476604453739,79.0303599372942,79.2215628234549,79.0315422931673,73.8215880100893,74.0994512644008,74.4076361374239,74.1020671427577,4.57512364886392,4.9316187074475,5.27176931038401,4.92947515040965,"Mississippi",1992,"Female","South","East South Central","MS","Mississippi","MS"
"1758",1758,48,"Mississippi.1992.Male",70.9439621872607,71.1324323372607,71.3198703581837,71.1347094293112,64.6847303662051,64.9572537523715,65.2687870016655,64.961241798362,5.8103681218457,6.18388829803722,6.49225501252994,6.17346763094918,"Mississippi",1992,"Male","South","East South Central","MS","Mississippi","MS"
"1759",1759,49,"Mississippi.1993.Female",78.7641961778648,78.9475747822136,79.1216686019058,78.9446765215066,73.7175964099801,73.9860017868314,74.2775767249833,73.9889318743316,4.62361677310557,4.95803720449892,5.27996988161436,4.95574464717499,"Mississippi",1993,"Female","South","East South Central","MS","Mississippi","MS"
"1760",1760,50,"Mississippi.1993.Male",70.9846421153188,71.1680397981738,71.3532305606816,71.1693164896385,64.6128581313601,64.8928889995883,65.1776196230384,64.8948778051851,5.9372633364323,6.27475954095801,6.61496006427884,6.27443868445339,"Mississippi",1993,"Male","South","East South Central","MS","Mississippi","MS"
"1761",1761,51,"Mississippi.1994.Female",78.6705225882792,78.8439520174863,79.0247439587476,78.8440026259033,73.5691063280392,73.8489972674046,74.1066110855419,73.8444022704183,4.67493331719657,4.99308629041875,5.32191040749426,4.99960035548498,"Mississippi",1994,"Female","South","East South Central","MS","Mississippi","MS"
"1762",1762,52,"Mississippi.1994.Male",71.1558073859991,71.3408853879483,71.5248328612512,71.3407518963726,64.7430877853801,65.0313472600824,65.3164610707151,65.0261453602892,5.97018764864014,6.30982184425814,6.62757488567744,6.31460653608339,"Mississippi",1994,"Male","South","East South Central","MS","Mississippi","MS"
"1763",1763,53,"Mississippi.1995.Female",78.6863044598986,78.8678182733314,79.0524993355156,78.8668195741901,73.763550742084,74.0590871260122,74.3238380384622,74.0567893612185,4.4815924452707,4.79884056702698,5.17110944849924,4.81003021297158,"Mississippi",1995,"Female","South","East South Central","MS","Mississippi","MS"
"1764",1764,54,"Mississippi.1995.Male",71.2178954722807,71.3857303643156,71.5804528261664,71.3887840190708,64.9379805948681,65.2290355893461,65.5111536000011,65.2282451871888,5.82385531788796,6.16116016729548,6.50974791230669,6.16053883188197,"Mississippi",1995,"Male","South","East South Central","MS","Mississippi","MS"
"1765",1765,55,"Mississippi.1996.Female",78.6820521752382,78.855469236975,79.0300569236432,78.8574011107632,73.8884912250823,74.142274291499,74.427424272414,74.1437242321907,4.3866557027485,4.71725145619716,5.0326322146419,4.71367687857251,"Mississippi",1996,"Female","South","East South Central","MS","Mississippi","MS"
"1766",1766,56,"Mississippi.1996.Male",71.413412586463,71.5962569532941,71.7590968343449,71.5925634432051,65.1737197877326,65.4872062557099,65.7589180379044,65.4828007813176,5.77946310319354,6.10712400734469,6.448208295473,6.10976266188753,"Mississippi",1996,"Male","South","East South Central","MS","Mississippi","MS"
"1767",1767,57,"Mississippi.1997.Female",78.5868311933427,78.7590316713471,78.9263683688518,78.7596751093496,73.8577705159127,74.1136577958955,74.3654772821666,74.1150244652515,4.32000834565958,4.63987337665755,4.95772742309822,4.64465064409808,"Mississippi",1997,"Female","South","East South Central","MS","Mississippi","MS"
"1768",1768,58,"Mississippi.1997.Male",71.5539488983738,71.7216238725137,71.9000720395413,71.7205800454383,65.4164406659572,65.7064318688781,65.9682844543397,65.7050419013969,5.70566342407689,6.01145637109521,6.34671861732503,6.01553814404145,"Mississippi",1997,"Male","South","East South Central","MS","Mississippi","MS"
"1769",1769,59,"Mississippi.1998.Female",78.5785873879619,78.752883057871,78.9351205635595,78.7534351025972,73.8314673950077,74.0892173475199,74.342315846287,74.0878885347794,4.36966417741103,4.66859958733204,4.97229383923806,4.66554656781778,"Mississippi",1998,"Female","South","East South Central","MS","Mississippi","MS"
"1770",1770,60,"Mississippi.1998.Male",71.5978818826024,71.7781445839642,71.9573274061583,71.7771089418445,65.7353461083082,66.0347417017718,66.3062069197373,66.0317972170254,5.41241240417015,5.74585707133101,6.09502552346241,5.74531172481911,"Mississippi",1998,"Male","South","East South Central","MS","Mississippi","MS"
"1771",1771,61,"Mississippi.1999.Female",78.4873167588413,78.6412770109653,78.8103763939181,78.6438242163417,73.8400769028907,74.0940939586846,74.3595666129519,74.0951212048721,4.2389698335366,4.54743485572306,4.83903406180336,4.54870301146965,"Mississippi",1999,"Female","South","East South Central","MS","Mississippi","MS"
"1772",1772,62,"Mississippi.1999.Male",71.6989742063019,71.8750579848061,72.0440774558314,71.8725972234304,66.1110298143361,66.3873431392791,66.6821916736044,66.3884901436182,5.14939891546119,5.49068568298296,5.81157618058634,5.48410707981217,"Mississippi",1999,"Male","South","East South Central","MS","Mississippi","MS"
"1773",1773,63,"Mississippi.2000.Female",78.3029888270643,78.4734622827609,78.63408698207,78.4724170545391,73.7182551839552,73.9903429620362,74.2477177839311,73.9856250958701,4.17738623961916,4.48172627689483,4.78998440023076,4.48679195866902,"Mississippi",2000,"Female","South","East South Central","MS","Mississippi","MS"
"1774",1774,64,"Mississippi.2000.Male",71.801383124643,71.9798419908841,72.1499317449449,71.977110757068,66.4143633813776,66.6842498944129,66.9477566540548,66.6843286630164,4.96845467113223,5.29150750967188,5.60588437574576,5.29278209405162,"Mississippi",2000,"Male","South","East South Central","MS","Mississippi","MS"
"1775",1775,65,"Mississippi.2001.Female",78.2630055939135,78.420789637304,78.5776458252655,78.4204453948878,73.7501977676222,74.013586083628,74.2536291999091,74.0104208756027,4.11011163322729,4.40774083206805,4.72713559799474,4.41002451928508,"Mississippi",2001,"Female","South","East South Central","MS","Mississippi","MS"
"1776",1776,66,"Mississippi.2001.Male",71.9918927911759,72.1593512369052,72.3377928838635,72.1596113192088,66.5717534300579,66.8352340102574,67.0987087756379,66.8345941392773,4.99964569332445,5.32652226813904,5.64696492511796,5.32501717993152,"Mississippi",2001,"Male","South","East South Central","MS","Mississippi","MS"
"1777",1777,67,"Mississippi.2002.Female",78.2061016684585,78.3725647072102,78.5293987089542,78.3679790096198,73.8489932514487,74.0915896351255,74.342433866612,74.0919448341246,3.98426073468897,4.27417972410995,4.57020891463739,4.27603417549519,"Mississippi",2002,"Female","South","East South Central","MS","Mississippi","MS"
"1778",1778,68,"Mississippi.2002.Male",72.0539372937503,72.2307588467808,72.3975113752612,72.230077719325,66.6570997832732,66.9400506465805,67.1970036107226,66.9398115419283,4.9620840498268,5.29402195973224,5.6079462858543,5.29026617739674,"Mississippi",2002,"Male","South","East South Central","MS","Mississippi","MS"
"1779",1779,69,"Mississippi.2003.Female",78.2672812551731,78.4287102404404,78.5951684164774,78.4303010977435,74.116381592587,74.3672953635784,74.6322387100738,74.3643745699595,3.76896662710096,4.06519412030842,4.36757812307172,4.06592652778406,"Mississippi",2003,"Female","South","East South Central","MS","Mississippi","MS"
"1780",1780,70,"Mississippi.2003.Male",72.1409479885053,72.3242382348866,72.5025857768923,72.3229541014944,66.8272219227178,67.1004836813254,67.3600074708399,67.0986632590067,4.89897160432051,5.22263931547374,5.53758092880718,5.22429084248769,"Mississippi",2003,"Male","South","East South Central","MS","Mississippi","MS"
"1781",1781,71,"Mississippi.2004.Female",78.439475948732,78.6143554934799,78.7742083479247,78.6102991777623,74.3646125971447,74.6230308609192,74.8833495420485,74.6232815951041,3.69056671272297,3.97970564271226,4.30561073178024,3.98701758265822,"Mississippi",2004,"Female","South","East South Central","MS","Mississippi","MS"
"1782",1782,72,"Mississippi.2004.Male",72.189178037871,72.3613261498987,72.5374397500798,72.3600792424109,67.0325577761189,67.2967946024945,67.5667394094355,67.2966661607491,4.73189228638619,5.0637404596805,5.3824053210523,5.06341308166183,"Mississippi",2004,"Male","South","East South Central","MS","Mississippi","MS"
"1783",1783,73,"Mississippi.2005.Female",78.3242606425827,78.490085177147,78.6642003018587,78.4943562839634,74.3757904744922,74.6456462469874,74.9013478349837,74.6398144991373,3.54421361993243,3.85239854361486,4.17652719135263,3.85454178482609,"Mississippi",2005,"Female","South","East South Central","MS","Mississippi","MS"
"1784",1784,74,"Mississippi.2005.Male",72.2153159524143,72.4109734715132,72.593617474133,72.4096255173201,67.0179661254908,67.2926713223951,67.5430394872358,67.2870042191748,4.81362153836817,5.11665349417224,5.45684890748001,5.1226212981453,"Mississippi",2005,"Male","South","East South Central","MS","Mississippi","MS"
"1785",1785,75,"Mississippi.2006.Female",78.5211469073158,78.6848670557436,78.8498725061661,78.6867352264288,74.6554665194651,74.8911338824362,75.1396394811214,74.8953991073595,3.49875932172795,3.79066473661134,4.09088845778662,3.79133611906938,"Mississippi",2006,"Female","South","East South Central","MS","Mississippi","MS"
"1786",1786,76,"Mississippi.2006.Male",72.4377611483121,72.6133958125265,72.7848062521122,72.6130665878491,67.232849141748,67.5105547712746,67.7815157478401,67.5135087769134,4.78323357198334,5.09767494839623,5.43939522883505,5.09955781093573,"Mississippi",2006,"Male","South","East South Central","MS","Mississippi","MS"
"1787",1787,77,"Mississippi.2007.Female",78.5964981385601,78.772829725428,78.9424182624059,78.7711957569947,74.9622794912793,75.2154111174281,75.47021544884,75.2156492852404,3.24422182217302,3.55640762445972,3.84594841910692,3.55554647175432,"Mississippi",2007,"Female","South","East South Central","MS","Mississippi","MS"
"1788",1788,78,"Mississippi.2007.Male",72.6128552870944,72.8027620497745,72.9732732033823,72.7997255565687,67.6527800507273,67.9223490665366,68.167501637047,67.9191918020932,4.55102548955955,4.87624538589399,5.20115946345953,4.88053375447545,"Mississippi",2007,"Male","South","East South Central","MS","Mississippi","MS"
"1789",1789,79,"Mississippi.2008.Female",78.5023459426387,78.6685837899951,78.8308471401465,78.66786646947,75.2204233029493,75.4620068779992,75.7149681273361,75.4668763616899,2.89206690054648,3.20325349102323,3.48899864840846,3.20099010778011,"Mississippi",2008,"Female","South","East South Central","MS","Mississippi","MS"
"1790",1790,80,"Mississippi.2008.Male",72.7548800231711,72.9301137225934,73.1075472910767,72.9331473589379,68.0278565188608,68.3009213053182,68.5547403729843,68.297778780547,4.32140692965784,4.63228353029786,4.94323457098878,4.63536857839088,"Mississippi",2008,"Male","South","East South Central","MS","Mississippi","MS"
"1791",1791,81,"Mississippi.2009.Female",78.6140439398191,78.7837045359584,78.9643092858641,78.7844911242135,75.5218660918784,75.7806085663655,76.0335525858048,75.7807082053663,2.69677197857428,3.00243247909498,3.31213289226864,3.00378291884712,"Mississippi",2009,"Female","South","East South Central","MS","Mississippi","MS"
"1792",1792,82,"Mississippi.2009.Male",72.953848896169,73.1357449091114,73.3173873496752,73.1347674714434,68.3589169552645,68.6374786908442,68.887649262487,68.632485345035,4.20901752452661,4.49746694586651,4.82589519868162,4.50228212640844,"Mississippi",2009,"Male","South","East South Central","MS","Mississippi","MS"
"1793",1793,83,"Mississippi.2010.Female",78.462065685558,78.6295020925958,78.8006551646496,78.6290528122244,75.7617770873232,76.0162986890655,76.2918601416608,76.0217368374679,2.28604317083158,2.6156408621074,2.91046291636927,2.60731597475644,"Mississippi",2010,"Female","South","East South Central","MS","Mississippi","MS"
"1794",1794,84,"Mississippi.2010.Male",73.1069266009075,73.286641502139,73.4623341397274,73.2852337576749,68.6607224334831,68.9429299436482,69.212105215334,68.9431217432356,4.0296240226391,4.34090625226076,4.64986864426369,4.34211201443923,"Mississippi",2010,"Male","South","East South Central","MS","Mississippi","MS"
"1795",1795,85,"Mississippi.2011.Female",78.4693235508603,78.6330379814564,78.8163357778985,78.6346600503123,75.8509668566774,76.103582279747,76.3849104718587,76.1062365055569,2.20985684664642,2.52975293269461,2.84669823771103,2.52842354475538,"Mississippi",2011,"Female","South","East South Central","MS","Mississippi","MS"
"1796",1796,86,"Mississippi.2011.Male",73.1110882328765,73.287358679326,73.4680780894398,73.288437971133,68.9703965529409,69.2374178808519,69.4870043240035,69.2386064125907,3.74568319473591,4.05287351251287,4.36589130801905,4.0498315585423,"Mississippi",2011,"Male","South","East South Central","MS","Mississippi","MS"
"1797",1797,87,"Mississippi.2012.Female",78.4301505711566,78.6075236866372,78.7923912925178,78.6120446379235,75.9544420720585,76.2154498379788,76.4938926998081,76.2184211906206,2.08472382197782,2.39376685328045,2.73466010945728,2.3936234473029,"Mississippi",2012,"Female","South","East South Central","MS","Mississippi","MS"
"1798",1798,88,"Mississippi.2012.Male",73.1888781687692,73.3840651150865,73.577793220866,73.3856281510177,69.0488397568691,69.3277450353945,69.5973970498719,69.325847217867,3.73721693692937,4.05956415718256,4.39777696674306,4.05978093315077,"Mississippi",2012,"Male","South","East South Central","MS","Mississippi","MS"
"1799",1799,89,"Mississippi.2013.Female",78.3333272342888,78.5443383322424,78.7454391715932,78.543238284889,75.9120804032618,76.1991045840547,76.5163087958254,76.2025333779046,1.98662186704928,2.33740751207306,2.68389861793498,2.34070490698437,"Mississippi",2013,"Female","South","East South Central","MS","Mississippi","MS"
"1800",1800,90,"Mississippi.2013.Male",73.0434984422565,73.2570264221146,73.4926739494981,73.259635022637,69.0157680139394,69.340883885747,69.6375137631451,69.3357358699827,3.56668374080158,3.92080123316985,4.31780352253633,3.92389915265423,"Mississippi",2013,"Male","South","East South Central","MS","Mississippi","MS"
"1801",1801,1,"Missouri.1969.Female",75.341285246045,75.5013609975602,75.6692263805492,75.5020646319624,67.5907204253583,68.0980419237166,68.5648399923162,68.1007278655776,6.92601041383796,7.40446922578499,7.93496263578167,7.40133676638473,"Missouri",1969,"Female","Midwest","West North Central","MO","Missouri","MO"
"1802",1802,2,"Missouri.1969.Male",67.4780192364257,67.6374985101752,67.8111449287483,67.6407539593025,58.2233533576783,58.7793008600508,59.2990739774077,58.7706364628484,8.33530574994294,8.85994236841912,9.43280961109551,8.87011749645407,"Missouri",1969,"Male","Midwest","West North Central","MO","Missouri","MO"
"1803",1803,3,"Missouri.1970.Female",75.6532578062222,75.7851365603566,75.9229780236473,75.7871685006973,68.0863495632374,68.5199007249837,68.9596786178888,68.5186837073875,6.82705822717758,7.27273457371535,7.73169349757617,7.26848479330987,"Missouri",1970,"Female","Midwest","West North Central","MO","Missouri","MO"
